,area_type,availability,location,size,society,total_sqft,bath,balcony,price
3818,Plot  Area,Ready To Move,Kalhalli,2 Bedroom,Keersto,2400,2,1,160
3819,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Mania G,1000,2,1,48.5
3820,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2113,3,2,155
3821,Built-up  Area,Ready To Move,KR Puram,2 BHK,Tahtsla,1100,2,1,46
3822,Plot  Area,Ready To Move,Sector 2 HSR Layout,5 Bedroom,Tahtsla,1200,4,1,160
3823,Super built-up  Area,Ready To Move,Harlur,4 BHK,Zonce E,1884,4,2,120
3824,Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110,2,1,40
3825,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2,2,43
3826,Super built-up  Area,18-May,Tavarekere,3 BHK,Srrnasa,1250,3,2,40
3827,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Srrnasa,1470,3,0,62
3828,Built-up  Area,18-May,Kamakshipalya,2 BHK,Srrnasa,1150,2,1,75
3829,Plot  Area,Ready To Move,Hadosiddapura,3 Bedroom,JRichee,1200,3,2,165
3830,Super built-up  Area,18-Aug,Kudlu Gate,1 BHK,Sanzaat,703,1,1,52
3831,Super built-up  Area,Ready To Move,Vijaya Bank Colony,3 BHK,Sanzaat,1400,2,2,62
3832,Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195,2,2,51
3833,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,Veodsar,1302,2,1,69.1
3834,Super built-up  Area,19-Aug,Begur Road,3 BHK,Pruthg ,1583,3,1,74.4
3835,Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1488,2,3,60
3836,Plot  Area,Ready To Move,Lakshmi Layout,4 Bedroom,BMmesHo,600,5,2,85
3837,Super built-up  Area,18-Aug,Kammasandra,3 BHK,DSOakil,1385,2,2,34.63
3838,Super built-up  Area,Ready To Move,Whitefield,4 BHK,DSOakil,3262,4,2,260
3839,Built-up  Area,18-Jan,Electronic City,3 BHK,Prarkun,1600,3,2,104
3840,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,FlsicFl,1150,2,1,90
3841,Plot  Area,Ready To Move,Lakkasandra,9 Bedroom,FlsicFl,4500,9,1,166
3842,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,FlsicFl,1263,2,1,78
3843,Plot  Area,Ready To Move,KR Puram,7 Bedroom,FlsicFl,1200,8,2,110
3844,Super built-up  Area,20-May,Kanakpura Road,2 BHK,Soena A,1299,2,2,85
3845,Super built-up  Area,Ready To Move,Banashankari,2 BHK,Soena A,1330,2,1,78
3846,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1282,2,2,52.43
3847,Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",3 BHK,Sabixtt,1853,3,2,82
3848,Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,861,2,1,35
3849,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1600,3,2,95
3850,Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,SNity S,1256,2,1,62.8
3851,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1390,2,2,80
3852,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,Raeusiy,1550,2,1,90
3853,Plot  Area,Ready To Move,1 Annasandrapalya,11 Bedroom,Raeusiy,1200,6,3,150
3854,Built-up  Area,Ready To Move,Hebbal,2 BHK,Raeusiy,919,2,1,49
3855,Plot  Area,18-May,Margondanahalli,3 Bedroom,Raeusiy,1625,3,0,80
3856,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Puide P,1195,2,2,44
3857,Super built-up  Area,Ready To Move,Domlur,6 BHK,Puide P,2400,4,1,600
3858,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Jaers S,1159,2,1,60
3859,Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1386,3,1,57.46
3860,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2,1,79
3861,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690,4,3,191
3862,Super built-up  Area,Ready To Move,Jigani,4 Bedroom,Prllasw,3293 - 5314,2,1,226
3863,Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1295,2,1,50.28
3864,Built-up  Area,18-Jul,Huskur,3 BHK,SSestth,1310,2,1,37.83
3865,Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1132,2,1,79.28
3866,Built-up  Area,Ready To Move,6th block Koramangala,3 BHK,Sinde G,2350,3,2,400
3867,Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,Sinde G,2400,4,1,500
3868,Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3,2,135
3869,Super built-up  Area,18-Nov,Whitefield,2 BHK,Raard B,1200,2,1,45.84
3870,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Raard B,3000,4,0,330
3871,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1937,3,2,140
3872,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,1015,2,2,33.5
3873,Super built-up  Area,Ready To Move,Nagadevanahalli,2 BHK,Vayali ,1080,2,2,39
3874,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,2,2,80.99
3875,Super built-up  Area,18-Aug,Kengeri Satellite Town,3 BHK,DSestSt,1149,2,2,29
3876,Super built-up  Area,Ready To Move,Kothanur,2 BHK,DSestSt,1185,2,2,59
3877,Super built-up  Area,Ready To Move,Domlur,3 BHK,DSestSt,1720,3,1,135
3878,Super built-up  Area,Ready To Move,Hebbal,3 BHK,DSestSt,2080,3,3,175
3879,Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500,3,1,87
3880,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1566,3,2,97
3881,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2386,3,1,334
3882,Plot  Area,Ready To Move,KSRTC Layout,4 Bedroom,PhestOn,1500,4,0,110
3883,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1290,2,1,49.02
3884,Built-up  Area,20-Dec,"JP nagar 9th Phase, ",3 BHK,LVniaar,1531,3,2,72
3885,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839,3,3,165
3886,Plot  Area,Ready To Move,Dollars Layout,4 Bedroom,ETens G,4200,4,1,760
3887,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2,2,40.43
3888,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550,1,1,15
3889,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1140,2,2,39
3890,Super built-up  Area,21-Jun,Tumkur Road,3 BHK,Coowsri,1210 - 1477,3,0,57.76
3891,Built-up  Area,Ready To Move,Banashankari Stage III,4 Bedroom,Coowsri,2000,4,0,100
3892,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,VaasaPr,1100,2,1,46
3893,Built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Mancyhi,1200,2,2,55
3894,Super built-up  Area,18-Apr,Bannerghatta,3 BHK,Mancyhi,1618,3,1,68
3895,Super built-up  Area,18-Oct,Whitefield,4 BHK,Prtates,2830,5,2,160
3896,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Omy 2es,1315,2,2,74
3897,Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1141,2,1,42.75
3898,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Srestve,1080,2,2,55
3899,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Flretes,1200,2,2,60
3900,Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1111,2,2,41.88
3901,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,DSingSt,1022,2,1,45.9
3902,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1275,2,2,65
3903,Super built-up  Area,Ready To Move,4th Block Jayanagar,2 BHK,SNity S,900,2,1,70
3904,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,SNity S,1224,2,3,39.2
3905,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Sancy L,1135,2,3,43
3906,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Sancy L,1050,2,2,52.1
3907,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3,2,86
3908,Super built-up  Area,17-Nov,Nagavarapalya,2 BHK,PuonsSe,1392,2,1,130
3909,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Kritel ,1050,2,2,72
3910,Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1513,3,1,103
3911,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sooutnu,1621,3,3,72
3912,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Ceise P,892,2,1,39
3913,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2,1,40
3914,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3,2,83.87
3915,Plot  Area,Ready To Move,2nd Block Hrbr Layout,5 Bedroom,Magiaya,1250,5,1,300
3916,Plot  Area,Ready To Move,Kuvempu Nagar,7 Bedroom,Magiaya,1650,9,1,345
3917,Super built-up  Area,Ready To Move,Karnataka Shabarimala,4 BHK,Magiaya,1200,6,3,70
3918,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Suurtni,1400,2,2,168
3919,Super built-up  Area,18-Nov,Kengeri,2 BHK,VBn 2lm,726,2,1,35
3920,Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500,3,2,149
3921,Super built-up  Area,Ready To Move,Hebbal,4 BHK,CoiewSy,3895,4,2,405
3922,Super built-up  Area,18-Dec,Horamavu Agara,2 BHK,CoiewSy,1079,2,2,41
3923,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Visic C,1170,2,2,46
3924,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Saaveas,1104,2,2,39
3925,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2,1,45
3926,Built-up  Area,Ready To Move,Hormavu,4 Bedroom,Prageta,4818,4,3,390
3927,Built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,Kiagar ,1650,2,1,52
3928,Super built-up  Area,21-May,Kogilu,3 BHK,Sourtal,1559,3,2,127
3929,Built-up  Area,Ready To Move,Hanumagiri,2 BHK,Nastadr,1100,2,1,38
3930,Super built-up  Area,Ready To Move,Benson Town,3 BHK,GathiVa,1750,3,3,150
3931,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1215,2,1,45.5
3932,Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,1868,3,1,135
3933,Built-up  Area,18-Dec,Electronic City,2 BHK,Sodgere,1130,2,1,32.63
3934,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3,3,64.5
3935,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,JRrnauv,1691,3,1,98
3936,Built-up  Area,Ready To Move,Ardendale,5 Bedroom,JRrnauv,4355,3,1,350
3937,Super built-up  Area,17-Oct,Hulimavu,2 BHK,ArowsMe,1225,2,2,55
3938,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,ArowsMe,1690,3,2,112
3939,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,ArowsMe,1418,2,2,103
3940,Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,Radenta,1896,3,1,125
3941,Super built-up  Area,17-Sep,Sonnenahalli,1 BHK,Skacak ,605,1,1,40
3942,Plot  Area,Ready To Move,Begur Road,5 Bedroom,Skacak ,800,5,2,95
3943,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Riodsri,900,2,2,32.5
3944,Plot  Area,Ready To Move,Cholanayakanahalli,1 Bedroom,Riodsri,750,2,0,50
3945,Plot  Area,Ready To Move,Hoodi,3 Bedroom,Riodsri,780,3,1,62
3946,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Riodsri,908,2,1,26
3947,Built-up  Area,18-May,Sarjapur  Road,4 Bedroom,Cetattu,3369 - 3464,6,0,143
3948,Super built-up  Area,Ready To Move,Thanisandra,4 BHK,Soitya ,3216,4,1,226
3949,Plot  Area,Ready To Move,BEML Layout,5 Bedroom,Soitya ,2400,4,1,225
3950,Built-up  Area,Ready To Move,Iblur Village,2 BHK,Soitya ,1400,2,2,68
3951,Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1092,2,2,44
3952,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1255,2,2,74
3953,Built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2,1,100
3954,Super built-up  Area,18-Feb,Thanisandra,2 BHK,Bhmesy ,1296,2,2,72
3955,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhmesy ,925,2,3,38
3956,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Mahla T,1023,2,2,42
3957,Built-up  Area,Ready To Move,Seshadripuram,2 BHK,Mahla T,600,3,2,75
3958,Super built-up  Area,18-May,Thanisandra,2 BHK,SLityee,1020,2,1,44.5
3959,Super built-up  Area,17-Jul,Choodasandra,3 BHK,Sainei ,1530,3,2,77
3960,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,Sainei ,1650,3,2,71
3961,Built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,Dhise P,1605,2,3,85
3962,Super built-up  Area,Ready To Move,Hosakerehalli,2 BHK,Dhise P,1925,2,1,50
3963,Super built-up  Area,Ready To Move,Kogilu,2 BHK,Dhise P,1190,2,2,50.66
3964,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Dhise P,1374,3,2,68
3965,Built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,SNpalaj,1140,2,2,65
3966,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1725,3,2,130
3967,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,50
3968,Super built-up  Area,Ready To Move,Kannamangala,3 BHK,Sonue A,1574,3,1,93.34
3969,Built-up  Area,Ready To Move,Sanjay nagar,1 BHK,Sonue A,965,1,1,32
3970,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,1550,3,2,83
3971,Super built-up  Area,Ready To Move,Akshayanagara West,2 BHK,Ajomaa ,1205,2,2,60
3972,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2,1,55
3973,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1215,2,2,52.85
3974,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5,2,230
3975,Plot  Area,18-Jul,Prasanth Extension,2 Bedroom,Prersis,1200,3,1,46.14
3976,Super built-up  Area,Ready To Move,Chikkathoguru,1 BHK,Prersis,1500,1,1,19.5
3977,Plot  Area,18-May,1st Block Koramangala,4 Bedroom,Prersis,2360,4,2,600
3978,Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,3198,4,1,250
3979,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3,3,60.98
3980,Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,MJtroty,1329,2,2,41
3981,Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,MJtroty,1125,2,1,44
3982,Plot  Area,Ready To Move,Anand nagar,2 Bedroom,MJtroty,1200,2,0,70
3983,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJtroty,1350,3,3,39.97
3984,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Niiewem,1125 - 1500,3,0,51.19
3985,Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3,2,195
3986,Plot  Area,Ready To Move,West of Chord Road,2 Bedroom,SNontle,1200,2,1,160
3987,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1220,3,1,35.23
3988,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,Kencyes,1255,2,1,80
3989,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3,3,155
3990,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ETens G,1329,2,2,70
3991,Plot  Area,Ready To Move,Chandapura,2 Bedroom,ETens G,1200,2,1,60
3992,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,IBaveen,2135,3,2,160
3993,Super built-up  Area,Ready To Move,Ramakrishnappa Layout,3 BHK,IBaveen,2770,4,3,315
3994,Built-up  Area,19-Dec,"Hoodi Circle, ",1 BHK,IBaveen,813,1,1,39
3995,Plot  Area,Ready To Move,Junnasandra,4 Bedroom,IBaveen,3884,4,3,240
3996,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,IBaveen,3876,3,1,300
3997,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PrncyRe,800,2,2,30
3998,Plot  Area,Ready To Move,Handenahalli,4 Bedroom,PrncyRe,4750,2,1,120
3999,Super built-up  Area,Ready To Move,Hormavu,3 BHK,Ocock R,1500,3,3,70
4000,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,3,2,95
4001,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pa II E,1440,2,2,55
4002,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1575,3,1,90
4003,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,DLhtsnd,1630,2,2,97.78
4004,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,DLhtsnd,1180,3,1,55
4005,Built-up  Area,Ready To Move,Nagadevanahalli,2 BHK,DLhtsnd,1090,2,1,36
4006,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,DLhtsnd,1020,2,2,48.45
4007,Built-up  Area,Ready To Move,"Sarjapur Road, ",4 BHK,DLhtsnd,2425,4,3,173
4008,Super built-up  Area,18-Mar,Varthur,2 BHK,Hirio L,1097,2,1,33.82
4009,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Sithand,1070,2,1,50
4010,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Mania G,1000,2,1,58
4011,Plot  Area,Ready To Move,Hoodi,8 Bedroom,Mania G,1120,8,1,150
4012,Super built-up  Area,18-Apr,manyata tech park,2 BHK,Mania G,1150,2,1,56
4013,Built-up  Area,Ready To Move,Frazer Town,3 BHK,Clint E,1900,4,2,145
4014,Super built-up  Area,Ready To Move,Divya Unnathi Layout,2 BHK,Clint E,1141,2,2,49
4015,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,937,2,1,44
4016,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Blisera,1075,2,1,60
4017,Super built-up  Area,18-Feb,Panathur,2 BHK,Blisera,1000,2,1,65.3
4018,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Blisera,1450,3,1,77.41
4019,Plot  Area,Ready To Move,Yelachenahalli,5 Bedroom,Blisera,897,2,1,85
4020,Super built-up  Area,Ready To Move,Ashwathnagar,2 BHK,GMentAp,936,2,2,43
4021,Built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,GMentAp,1280,2,1,75
4022,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,GMentAp,1050,2,3,45
4023,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2,1,86
4024,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2,1,70
4025,Super built-up  Area,18-Apr,Devanahalli,2 BHK,Oznuean,1174,2,1,59
4026,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1890,3,2,162
4027,Super built-up  Area,Ready To Move,Wilson Garden,1 BHK,Saageat,735,1,1,75
4028,Built-up  Area,Ready To Move,Sarvabhouma Nagar,1 BHK,Saageat,500,1,0,24
4029,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Saageat,1304,3,3,80
4030,Built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1653,3,2,120
4031,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,52
4032,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Kaiew L,1212,3,1,42
4033,Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,Mamesi ,1100,2,1,50
4034,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,6,3,500
4035,Plot  Area,Ready To Move,SMV layout,3 Bedroom,PhestOn,1200,4,0,145
4036,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,PhestOn,1140,2,2,50
4037,Plot  Area,Ready To Move,Roopena Agrahara,2 Bedroom,PhestOn,1200,2,1,100
4038,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1532,3,2,83
4039,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Vahid O,2776,4,2,195
4040,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1531,2,0,75
4041,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,Naasyak,1270,2,2,50.79
4042,Super built-up  Area,18-Dec,Uttarahalli,2 BHK,DSera S,1325,2,1,53
4043,Plot  Area,Ready To Move,CQAL LAYOUT C BLOCK,3 Bedroom,DSera S,1200,3,1,160
4044,Super built-up  Area,17-Apr,Electronic City,3 BHK,Sie 2is,1156,2,2,44
4045,Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,Sie 2is,2000,4,2,320
4046,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1260,2,2,70
4047,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1934,2,0,90
4048,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,Prlla C,1060,2,1,40
4049,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3,1,95
4050,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Rallaa ,1185,2,1,85
4051,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1265,2,1,82
4052,Built-up  Area,18-May,"Near Electronic City, ",4 BHK,Aconyit,3200,5,1,150
4053,Super built-up  Area,Ready To Move,Virat Nagar,2 BHK,Aconyit,1196,2,2,56.81
4054,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,Aconyit,1280,2,1,69
4055,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,Aconyit,800,4,2,86
4056,Built-up  Area,Ready To Move,Hulimavu,2 BHK,VisicCl,1175,2,1,45
4057,Built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,VisicCl,1850,3,3,98
4058,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,VisicCl,2400,4,2,525
4059,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1195,2,1,70
4060,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,Pae 1ov,2000,3,3,185
4061,Carpet  Area,Ready To Move,Veerannapalya,7 BHK,Pae 1ov,600,4,0,100
4062,Plot  Area,18-Feb,Hebbal Kempapura,4 Bedroom,Pae 1ov,800,5,3,155
4063,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Collsrn,1180,2,2,36.5
4064,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Elidet ,1050,2,1,49.87
4065,Built-up  Area,18-Dec,Electronic City,3 BHK,Elidet ,1400,2,1,40.44
4066,Plot  Area,17-Dec,Bagalakunte,4 Bedroom,Elidet ,2360,4,2,150
4067,Super built-up  Area,Ready To Move,Banashankari stage 2,2 BHK,Elidet ,1030,2,1,77.25
4068,Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,Elidet ,1512,1,2,65.01
4069,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2,1,48
4070,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3,3,61
4071,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1485,3,2,115
4072,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Courf T,1124,2,2,55
4073,Plot  Area,Ready To Move,TC Palaya,6 Bedroom,Courf T,2400,6,3,370
4074,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Courf T,1407,3,1,120
4075,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2,3,97
4076,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Puachal,1163,2,1,98.86
4077,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1570,3,2,140
4078,Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3480,4,1,284
4079,Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1,1,14.04
4080,Super built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,2000,3,2,160
4081,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2,2,75
4082,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2,1,65
4083,Built-up  Area,20-Dec,"ECC Road, Whitefield, ",3 BHK,Prarkun,1575,3,2,93
4084,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4,2,125
4085,Built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,Siite E,1300,2,2,70
4086,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Siite E,1,4,1,120
4087,Super built-up  Area,18-Apr,Marathahalli,2 BHK,Siite E,957,2,1,47
4088,Super built-up  Area,Ready To Move,Hoskote,3 BHK,Thiced ,1740,3,3,60
4089,Plot  Area,Ready To Move,Kanakpura Road,5 Bedroom,Thiced ,1080,6,3,65
4090,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Thiced ,1060,2,0,35
4091,Carpet  Area,Ready To Move,Chikkadunnasandra,2 BHK,Thiced ,975,2,2,50
4092,Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,Thiced ,1150,2,2,51
4093,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Thiced ,1738,2,3,79
4094,Super built-up  Area,18-May,Bommanahalli,3 BHK,Thiced ,1250,3,2,55
4095,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3,2,90
4096,Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1151,2,1,59
4097,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2,2,60
4098,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Evood S,1150,2,1,52.8
4099,Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,Evood S,1380,2,1,75
4100,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3,2,117
4101,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Raard B,1141,2,1,45.9
4102,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2,2,82.5
4103,Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,BriumMi,1355,2,1,61
4104,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1150,2,0,70
4105,Super built-up  Area,18-May,Indranagar  100ft road defence colony,5 BHK,Syonyph,5800,5,1,80
4106,Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Syonyph,1000,2,2,45
